accident_id	ST_CASE	VE_TOTAL	VE_FORMS	PEDS	PERSONS	COUNTY	county_name	CITY	city_name	DAY	MONTH	YEAR	HOUR	MINUTE	NHS	FUNC_SYS	func_sys_lit	ROAD_FNC	road_fnc_lit	RD_OWNER	rd_owner_lit	TWAY_ID	TWAY_ID2	LATITUDE	LONGITUD	SP_JUR	sp_jur_lit	HARM_EV	harm_ev_lit	MAN_COLL	man_coll_lit	RELJCT1	RELJCT2	TYP_INT	WRK_ZONE	REL_ROAD	LGT_COND	lgt_cond_lit	WEATHER	weather_lit	SCH_BUS	CF1	CF2	CF3	cf1_lit	cf2_lit	cf3_lit	FATALS	A_INTER	a_inter_lit	A_ROADFC	a_road_fc_lit	A_TOD	a_tod_lit	A_DOW	a_dow_lit	A_LT	a_lt_lit	A_SPCRA	a_spcra_lit	A_PED	a_ped_lit	A_PED_F	a_ped_f_lit	A_PEDAL	a_pedal_lit	A_PEDAL_F	a_pedal_f_lit	A_POLPUR	a_polour_lit	A_POSBAC	a_posbac_lit	A_DIST	a_dist_lit	A_DROWSY	a_drowsy_lit	INDIAN_RES	indian_res_lit
2014040650	40650	1	1	1	1	19	PIMA	530	TUCSON	7	11	2014	99	99	0		.	16	Urban-Local Road or Street		.	HAWKS WING DR		99.999900000	999.999900000	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	99	99	0	1	9	Unknown	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	3	Unknown	3	Unknown	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040651	40651	1	1	1	1	13	MARICOPA	370	PHOENIX	8	11	2014	2	43	1		.	13	Urban-Other Principal Arterial		.	INDIAN SCHOOL RD		33.494958330	-112.159052780	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040652	40652	2	2	0	2	13	MARICOPA	80	CHANDLER	10	11	2014	8	8	0		.	13	Urban-Other Principal Arterial		.	PECOS RD	EMMETT DR	33.291902780	-111.798322220	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040653	40653	2	2	0	2	13	MARICOPA	370	PHOENIX	12	11	2014	9	47	0		.	13	Urban-Other Principal Arterial		.	19TH AVE	SR-101 FRONTAGE RD	33.670825000	-112.099830560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	3	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040654	40654	2	2	0	2	13	MARICOPA	370	PHOENIX	14	11	2014	18	9	0		.	13	Urban-Other Principal Arterial		.	GLENDALE AVE	31ST AVE	33.538502780	-112.125619440	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	99	Unknown	0	2	2	0	1	9	Unknown	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040655	40655	1	1	1	1	13	MARICOPA	370	PHOENIX	16	11	2014	18	45	0		.	13	Urban-Other Principal Arterial		.	35TH AVE		99.999900000	999.999900000	0	No Special Jurisdiction	19	Building	0	Not a Collision with Motor Vehicle In-Transport	0	99	99	0	5	9	Unknown	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040656	40656	1	1	1	1	13	MARICOPA	370	PHOENIX	18	11	2014	18	28	0		.	13	Urban-Other Principal Arterial		.	HAPPY VALLEY RD	37TH AVE	33.712852780	-112.139322220	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	3	3	0	1	9	Unknown	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040657	40657	2	2	0	5	21	PINAL	0	NONE LISTED	21	11	2014	22	32	0		.	3	Rural-Minor Arterial		.	SR-87	GILBERT RD	33.170086110	-111.793016670	3	Indian Reservation	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2014040658	40658	2	2	0	4	13	MARICOPA	370	PHOENIX	22	11	2014	10	25	0		.	13	Urban-Other Principal Arterial		.	35TH AVE	EL CAMINO DR	33.557063890	-112.134269440	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	1	Front-to-Rear	0	3	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	1	Involving a Distracted Driver	2	Other Crash	0	Not Tribal Lands
2014040659	40659	1	1	1	1	13	MARICOPA	370	PHOENIX	23	11	2014	21	38	0		.	14	Urban-Minor Arterial		.	43RD AVE	GLENDALE AVE	33.538411110	-112.151444440	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	3	2	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040660	40660	2	2	0	2	13	MARICOPA	370	PHOENIX	30	11	2014	8	28	1		.	13	Urban-Other Principal Arterial		.	BELL RD	7TH AVE	33.640116670	-112.082866670	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	1	Involving a Distracted Driver	2	Other Crash	0	Not Tribal Lands
2014040661	40661	2	2	0	3	13	MARICOPA	370	PHOENIX	30	11	2014	19	0	1		.	13	Urban-Other Principal Arterial		.	BELL RD	49TH AVE	33.639166670	-112.164786110	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040662	40662	2	2	0	2	13	MARICOPA	370	PHOENIX	30	11	2014	19	28	0		.	14	Urban-Minor Arterial		.	UNION HILLS DR	32ND ST	33.655125000	-112.013630560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	1	Involving a Distracted Driver	2	Other Crash	0	Not Tribal Lands
2014040663	40663	1	1	0	1	13	MARICOPA	368	PEORIA	23	12	2014	14	43	0		.	16	Urban-Local Road or Street		.	PLEASANT VALLEY DR		33.727344440	-112.268963890	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040664	40664	3	3	0	4	13	MARICOPA	30	AVONDALE	4	12	2014	18	11	0		.	14	Urban-Minor Arterial		.	AVONDALE BLVD	DURANGO ST	33.428744440	-112.306405560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	1	Front-to-Rear	0	3	2	0	1	3	Dark - Lighted	10	Cloudy	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040665	40665	1	1	0	1	19	PIMA	0	NONE LISTED	7	11	2014	10	31	0		.	3	Rural-Minor Arterial		.	SR-85		32.335488890	-112.792305560	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040666	40666	1	1	2	1	13	MARICOPA	290	MESA	19	12	2014	11	33	0		.	13	Urban-Other Principal Arterial		.	GILBERT RD	8TH AVE	33.400827780	-111.788402780	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040667	40667	2	2	1	3	13	MARICOPA	370	PHOENIX	21	12	2014	8	29	0		.	14	Urban-Minor Arterial		.	NORTHERN AVE	12TH ST	33.553025000	-112.056577780	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	3	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	1	Involving a Distracted Driver	2	Other Crash	0	Not Tribal Lands
2014040668	40668	2	2	0	4	13	MARICOPA	80	CHANDLER	16	12	2014	15	29	0		.	13	Urban-Other Principal Arterial		.	QUEEN CREEK RD	EARL BLVD	33.261811110	-111.870861110	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	2	2	0	1	1	Daylight	10	Cloudy	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040669	40669	2	2	0	2	13	MARICOPA	80	CHANDLER	27	12	2014	22	30	1		.	13	Urban-Other Principal Arterial		.	ARIZONA AVE	SR-202 RAMP	33.287797220	-111.841672220	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	1	2	2	0	1	2	Dark - Not Lighted	10	Cloudy	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040670	40670	1	1	0	1	5	COCONINO	0	NONE LISTED	22	11	2014	7	46	0		.	15	Urban-Collector		.	PESHLAKAI DR		36.128866670	-111.230511110	3	Indian Reservation	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	99	99	0	99	1	Daylight	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2014040671	40671	1	1	0	2	17	NAVAJO	0	NONE LISTED	28	11	2014	14	39	0		.	6	Rural-Local Road or Street		.	BIA 6460		36.774655560	-110.193530560	3	Indian Reservation	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	2	1	Daylight	99	Unknown	No	0	0	0	None	None	None	2	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2014040673	40673	1	1	0	1	17	NAVAJO	0	NONE LISTED	5	12	2014	20	29	1		.	2	Rural-Principal Arterial-Other		.	SR-260		34.368991670	-110.427966670	0	No Special Jurisdiction	35	Embankment	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	2	Dark - Not Lighted	3	Sleet or Hail	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040674	40674	1	1	1	1	13	MARICOPA	0	NONE LISTED	1	12	2014	17	57	0		.	6	Rural-Local Road or Street		.	VAN BUREN ST	350TH AVE	33.450094440	-112.805330560	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	3	3	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040675	40675	1	1	1	1	13	MARICOPA	370	PHOENIX	3	12	2014	11	24	0		.	14	Urban-Minor Arterial		.	DOBBINS RD	51ST AVE	33.362916670	-112.169305560	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	3	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040676	40676	5	5	0	5	13	MARICOPA	370	PHOENIX	4	12	2014	17	32	0		.	14	Urban-Minor Arterial		.	BETHANY HOME RD	I-17 FRONTAGE RD	33.524102780	-112.111786110	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	99	Unknown	1	2	2	0	1	9	Unknown	99	Unknown	No	14	0	0	Motor Vehicle struck by falling cargo,or something	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040677	40677	1	1	0	1	13	MARICOPA	200	GLENDALE	6	12	2014	2	54	0		.	15	Urban-Collector		.	GLEN HARBOR BLVD		33.542925000	-112.287683330	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040678	40678	1	1	0	1	17	NAVAJO	489	TAYLOR	8	12	2014	99	99	0		.	6	Rural-Local Road or Street		.	FREEMAN HOLLOW RD		99.999900000	999.999900000	0	No Special Jurisdiction	99	Unknown	99	Unknown	0	99	99	0	99	9	Unknown	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	3	Unknown	3	Unknown	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040679	40679	2	2	0	2	13	MARICOPA	370	PHOENIX	9	12	2014	17	23	0		.	13	Urban-Other Principal Arterial		.	19TH AVE		99.999900000	999.999900000	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	8	1	0	1	1	Daylight	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040680	40680	1	1	1	1	13	MARICOPA	370	PHOENIX	11	12	2014	2	53	0		.	14	Urban-Minor Arterial		.	27TH AVE		33.498877780	-112.117038890	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040681	40681	2	1	0	3	13	MARICOPA	370	PHOENIX	12	12	2014	4	48	0		.	16	Urban-Local Road or Street		.	ROOSEVELT ST		33.461630560	-112.157822220	0	No Special Jurisdiction	14	Parked Motor Vehicle	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	7	6	Dark - Unknown Lighting	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040682	40682	2	2	0	2	13	MARICOPA	370	PHOENIX	13	12	2014	20	29	0		.	14	Urban-Minor Arterial		.	43RD AVE		99.999900000	999.999900000	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	8	1	0	1	6	Dark - Unknown Lighting	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040683	40683	2	2	0	2	13	MARICOPA	370	PHOENIX	14	12	2014	12	29	0		.	14	Urban-Minor Arterial		.	CHANDLER BLVD		33.309572220	-112.062686110	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040684	40684	2	2	0	3	13	MARICOPA	370	PHOENIX	18	12	2014	12	54	1		.	13	Urban-Other Principal Arterial		.	BELL RD	51ST AVE	33.639080560	-112.169100000	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	99	Unknown	0	2	2	0	1	1	Daylight	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040685	40685	2	2	0	6	13	MARICOPA	200	GLENDALE	20	12	2014	18	0	0		.	13	Urban-Other Principal Arterial		.	59TH AVE		33.540750000	-112.186219440	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	7	Sideswipe - Same Direction	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040686	40686	1	1	1	1	25	YAVAPAI	0	NONE LISTED	22	12	2014	6	25	0		.	15	Urban-Collector		.	CHISOLM TRL		99.999900000	999.999900000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	99	99	0	99	6	Dark - Unknown Lighting	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040687	40687	1	1	1	1	13	MARICOPA	370	PHOENIX	23	12	2014	9	45	0		.	14	Urban-Minor Arterial		.	GUADALUPE RD		33.363955560	-111.969591670	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	1	Involving a Drowsy Driver	0	Not Tribal Lands
2014040688	40688	1	1	1	1	13	MARICOPA	370	PHOENIX	23	12	2014	18	32	0		.	14	Urban-Minor Arterial		.	40TH ST		99.999900000	999.999900000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	9	Unknown	99	Unknown	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040689	40689	1	1	1	1	13	MARICOPA	370	PHOENIX	23	12	2014	20	18	0		.	14	Urban-Minor Arterial		.	BETHANY HOME RD	16TH PL	33.523708330	-112.046261110	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040690	40690	1	1	0	1	13	MARICOPA	370	PHOENIX	27	12	2014	22	9	0		.	15	Urban-Collector		.	HATCHER RD		33.571525000	-112.096636110	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040691	40691	1	1	1	1	13	MARICOPA	200	GLENDALE	28	12	2014	19	0	0		.	14	Urban-Minor Arterial		.	NORTHERN AVE	49TH AVE	33.553100000	-112.164502780	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	3	2	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2014040692	40692	2	2	0	2	13	MARICOPA	370	PHOENIX	29	12	2014	16	44	0		.	16	Urban-Local Road or Street		.	67TH AVE	HAPPY VALLEY RD	33.712266670	-112.203130560	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	3	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
